season,division,matchday,date,time,home_team,away_team,score
1984-1985,1,31,3/31/85,NULL,Real Betis,Real Zaragoza,2:0
1984-1985,1,32,4/6/85,NULL,Espanyol,Real Betis,0:1
1984-1985,1,32,4/7/85,NULL,Elche CF,Real Sociedad,1:1
1984-1985,1,32,4/7/85,NULL,Real Valladolid,Sporting Gijón,0:0
1984-1985,1,32,4/7/85,NULL,CA Osasuna,CD Málaga,1:0
1984-1985,1,32,4/7/85,NULL,Real Zaragoza,Real Murcia,3:0
1984-1985,1,32,4/7/85,NULL,Racing,Valencia,1:1
1984-1985,1,32,4/7/85,NULL,Sevilla FC,Barcelona,2:2
1984-1985,1,32,4/7/85,NULL,Athletic,Hércules CF,4:1
1984-1985,1,32,4/7/85,NULL,Real Madrid,Atlético Madrid,0:4
1984-1985,1,33,4/14/85,NULL,Hércules CF,Racing,2:0
1984-1985,1,33,4/14/85,NULL,Real Betis,CA Osasuna,3:1
1984-1985,1,33,4/14/85,NULL,Real Valladolid,CD Málaga,1:1
1984-1985,1,33,4/14/85,NULL,Atlético Madrid,Real Zaragoza,0:1
1984-1985,1,33,4/14/85,NULL,Sporting Gijón,Sevilla FC,2:0
1984-1985,1,33,4/14/85,NULL,Real Sociedad,Espanyol,2:0
1984-1985,1,33,4/14/85,NULL,Barcelona,Athletic,0:0
1984-1985,1,33,4/14/85,NULL,Valencia,Real Madrid,1:0
1984-1985,1,33,4/14/85,NULL,Real Murcia,Elche CF,2:1
1984-1985,1,34,4/21/85,NULL,Espanyol,Real Murcia,1:0
1984-1985,1,34,4/21/85,NULL,Racing,Barcelona,0:0
1984-1985,1,34,4/21/85,NULL,Real Zaragoza,Valencia,2:2
1984-1985,1,34,4/21/85,NULL,Elche CF,Atlético Madrid,1:0
1984-1985,1,34,4/21/85,NULL,CA Osasuna,Real Sociedad,1:0
1984-1985,1,34,4/21/85,NULL,CD Málaga,Real Betis,1:1
1984-1985,1,34,4/21/85,NULL,Athletic,Sporting Gijón,2:0
1984-1985,1,34,4/21/85,NULL,Sevilla FC,Real Valladolid,0:2
1984-1985,1,34,4/21/85,NULL,Real Madrid,Hércules CF,0:1
1985-1986,1,1,8/31/85,NULL,Real Sociedad,Celta de Vigo,1:1
1985-1986,1,1,8/31/85,NULL,UD Las Palmas,Sporting Gijón,1:3
1985-1986,1,1,8/31/85,NULL,Valencia,Real Valladolid,2:1
1985-1986,1,1,8/31/85,NULL,Espanyol,Cádiz CF,5:0
1985-1986,1,1,8/31/85,NULL,CA Osasuna,Athletic,0:1
1985-1986,1,1,9/1/85,NULL,Real Betis,Real Madrid,2:2
1985-1986,1,1,9/1/85,NULL,Racing,Barcelona,0:0
1985-1986,1,1,9/1/85,NULL,Atlético Madrid,Sevilla FC,3:0
1985-1986,1,1,9/1/85,NULL,Real Zaragoza,Hércules CF,1:0
1985-1986,1,2,9/4/85,NULL,Real Madrid,Valencia,5:0
1985-1986,1,2,9/4/85,NULL,Sevilla FC,CA Osasuna,1:0
1985-1986,1,2,9/4/85,NULL,Cádiz CF,Racing,2:1
1985-1986,1,2,9/4/85,NULL,Athletic,UD Las Palmas,1:1
1985-1986,1,2,9/4/85,NULL,Celta de Vigo,Real Betis,0:1
1985-1986,1,2,9/4/85,NULL,Barcelona,Real Zaragoza,2:0
1985-1986,1,2,9/4/85,NULL,Hércules CF,Atlético Madrid,2:2
1985-1986,1,2,9/4/85,NULL,Real Valladolid,Espanyol,1:0
1985-1986,1,2,9/4/85,NULL,Sporting Gijón,Real Sociedad,0:0
1985-1986,1,3,9/8/85,NULL,Real Betis,Sporting Gijón,1:1
1985-1986,1,3,9/8/85,NULL,Atlético Madrid,Barcelona,2:1
1985-1986,1,3,9/8/85,NULL,Real Zaragoza,Cádiz CF,3:0
1985-1986,1,3,9/8/85,NULL,CA Osasuna,Hércules CF,1:0
1985-1986,1,3,9/8/85,NULL,Racing,Real Valladolid,1:1
1985-1986,1,3,9/8/85,NULL,Espanyol,Real Madrid,1:2
1985-1986,1,3,9/8/85,NULL,Athletic,Sevilla FC,3:1
1985-1986,1,3,9/8/85,NULL,UD Las Palmas,Real Sociedad,1:2
1985-1986,1,3,9/8/85,NULL,Valencia,Celta de Vigo,3:1
1985-1986,1,4,9/14/85,NULL,Barcelona,CA Osasuna,2:2
1985-1986,1,4,9/14/85,NULL,Sporting Gijón,Valencia,1:0
1985-1986,1,4,9/15/85,NULL,Cádiz CF,Atlético Madrid,2:0
1985-1986,1,4,9/15/85,NULL,Real Madrid,Racing,1:0
1985-1986,1,4,9/15/85,NULL,Sevilla FC,UD Las Palmas,4:0
1985-1986,1,4,9/15/85,NULL,Real Valladolid,Real Zaragoza,1:1
1985-1986,1,4,9/15/85,NULL,Celta de Vigo,Espanyol,2:1
1985-1986,1,4,9/15/85,NULL,Hércules CF,Athletic,0:1
1985-1986,1,4,9/15/85,NULL,Real Sociedad,Real Betis,2:2
1985-1986,1,5,9/28/85,NULL,Athletic,Barcelona,2:1
1985-1986,1,5,9/28/85,NULL,UD Las Palmas,Real Betis,1:0
1985-1986,1,5,9/28/85,NULL,Atlético Madrid,Real Valladolid,1:4
1985-1986,1,5,9/28/85,NULL,CA Osasuna,Cádiz CF,0:0
1985-1986,1,5,9/28/85,NULL,Valencia,Real Sociedad,3:1
1985-1986,1,5,9/29/85,NULL,Real Zaragoza,Real Madrid,1:1
1985-1986,1,5,9/29/85,NULL,Sevilla FC,Hércules CF,0:0
1985-1986,1,5,9/29/85,NULL,Espanyol,Sporting Gijón,0:0
1985-1986,1,5,9/29/85,NULL,Racing,Celta de Vigo,3:0
1985-1986,1,6,10/6/85,NULL,Barcelona,Sevilla FC,0:0
1985-1986,1,6,10/6/85,NULL,Real Valladolid,CA Osasuna,1:0
1985-1986,1,6,10/6/85,NULL,Sporting Gijón,Racing,2:0
1985-1986,1,6,10/6/85,NULL,Celta de Vigo,Real Zaragoza,1:2
1985-1986,1,6,10/6/85,NULL,Real Madrid,Atlético Madrid,2:1
1985-1986,1,6,10/6/85,NULL,Real Sociedad,Espanyol,1:0
1985-1986,1,6,10/6/85,NULL,Cádiz CF,Athletic,1:1
1985-1986,1,6,10/6/85,NULL,Hércules CF,UD Las Palmas,2:0
1985-1986,1,6,11/7/85,NULL,Real Betis,Valencia,0:0
1985-1986,1,7,10/12/85,NULL,Real Zaragoza,Sporting Gijón,0:0
1985-1986,1,7,10/13/85,NULL,UD Las Palmas,Valencia,2:0
1985-1986,1,7,10/13/85,NULL,Athletic,Real Valladolid,3:3
1985-1986,1,7,10/13/85,NULL,Atlético Madrid,Celta de Vigo,3:1
1985-1986,1,7,10/13/85,NULL,Sevilla FC,Cádiz CF,3:0
1985-1986,1,7,10/13/85,NULL,Hércules CF,Barcelona,1:2
1985-1986,1,7,10/13/85,NULL,CA Osasuna,Real Madrid,0:1
1985-1986,1,7,10/13/85,NULL,Espanyol,Real Betis,2:0
1985-1986,1,7,10/13/85,NULL,Racing,Real Sociedad,2:0
1985-1986,1,8,10/19/85,NULL,Celta de Vigo,CA Osasuna,2:0
1985-1986,1,8,10/19/85,NULL,Sporting Gijón,Atlético Madrid,1:1
1985-1986,1,8,10/19/85,NULL,Valencia,Espanyol,0:0
1985-1986,1,8,10/20/85,NULL,Real Madrid,Athletic,2:0
1985-1986,1,8,10/20/85,NULL,Cádiz CF,Hércules CF,2:0
1985-1986,1,8,10/20/85,NULL,Real Betis,Racing,1:1
1985-1986,1,8,10/20/85,NULL,Real Valladolid,Sevilla FC,2:0
1985-1986,1,8,10/20/85,NULL,Real Sociedad,Real Zaragoza,2:0
1985-1986,1,8,11/27/85,NULL,Barcelona,UD Las Palmas,3:1
1985-1986,1,9,10/26/85,NULL,Atlético Madrid,Real Sociedad,3:1
1985-1986,1,9,10/27/85,NULL,Racing,Valencia,2:2
1985-1986,1,9,10/27/85,NULL,CA Osasuna,Sporting Gijón,1:2
1985-1986,1,9,10/27/85,NULL,Barcelona,Cádiz CF,1:0
1985-1986,1,9,10/27/85,NULL,Hércules CF,Real Valladolid,1:0
1985-1986,1,9,10/27/85,NULL,Real Zaragoza,Real Betis,1:1
1985-1986,1,9,10/27/85,NULL,UD Las Palmas,Espanyol,3:1
1985-1986,1,9,10/27/85,NULL,Sevilla FC,Real Madrid,2:2
1985-1986,1,9,10/27/85,NULL,Athletic,Celta de Vigo,3:1
1985-1986,1,10,11/2/85,NULL,Real Madrid,Hércules CF,4:0
1985-1986,1,10,11/2/85,NULL,Real Sociedad,CA Osasuna,1:0
1985-1986,1,10,11/3/85,NULL,Sporting Gijón,Athletic,1:0
1985-1986,1,10,11/3/85,NULL,Espanyol,Racing,2:0
1985-1986,1,10,11/3/85,NULL,Cádiz CF,UD Las Palmas,1:0
1985-1986,1,10,11/3/85,NULL,Valencia,Real Zaragoza,4:2
1985-1986,1,10,11/3/85,NULL,Real Betis,Atlético Madrid,2:2
1985-1986,1,10,11/3/85,NULL,Real Valladolid,Barcelona,2:2
1985-1986,1,10,11/3/85,NULL,Celta de Vigo,Sevilla FC,1:2
1985-1986,1,11,11/9/85,NULL,Barcelona,Real Madrid,2:0
1985-1986,1,11,11/10/85,NULL,Sevilla FC,Sporting Gijón,0:0
1985-1986,1,11,11/10/85,NULL,Athletic,Real Sociedad,2:0
1985-1986,1,11,11/10/85,NULL,Cádiz CF,Real Valladolid,1:0
1985-1986,1,11,11/10/85,NULL,UD Las Palmas,Racing,1:0
1985-1986,1,11,11/10/85,NULL,Atlético Madrid,Valencia,5:0
1985-1986,1,11,11/10/85,NULL,Real Zaragoza,Espanyol,1:0
1985-1986,1,11,11/10/85,NULL,Hércules CF,Celta de Vigo,5:2
1985-1986,1,11,11/10/85,NULL,CA Osasuna,Real Betis,1:0
1985-1986,1,12,11/16/85,NULL,Espanyol,Atlético Madrid,1:2
1985-1986,1,12,11/17/85,NULL,Real Sociedad,Sevilla FC,1:0
1985-1986,1,12,11/17/85,NULL,Real Madrid,Cádiz CF,3:1
1985-1986,1,12,11/17/85,NULL,Sporting Gijón,Hércules CF,3:1
1985-1986,1,12,11/17/85,NULL,Valencia,CA Osasuna,1:1
1985-1986,1,12,11/17/85,NULL,Racing,Real Zaragoza,2:3
1985-1986,1,12,11/17/85,NULL,Real Betis,Athletic,2:0
1985-1986,1,12,11/17/85,NULL,Celta de Vigo,Barcelona,0:2
1985-1986,1,12,11/17/85,NULL,Real Valladolid,UD Las Palmas,4:2
1985-1986,1,13,11/23/85,NULL,Barcelona,Sporting Gijón,2:0
1985-1986,1,13,11/23/85,NULL,UD Las Palmas,Real Zaragoza,2:2
1985-1986,1,13,11/23/85,NULL,Athletic,Valencia,2:2
1985-1986,1,13,11/24/85,NULL,Hércules CF,Real Sociedad,2:0
1985-1986,1,13,11/24/85,NULL,CA Osasuna,Espanyol,2:0
1985-1986,1,13,11/24/85,NULL,Sevilla FC,Real Betis,1:0
1985-1986,1,13,11/24/85,NULL,Atlético Madrid,Racing,2:0
1985-1986,1,13,11/24/85,NULL,Real Valladolid,Real Madrid,3:2
1985-1986,1,13,11/24/85,NULL,Cádiz CF,Celta de Vigo,1:0
1985-1986,1,14,12/1/85,NULL,Valencia,Sevilla FC,0:1
1985-1986,1,14,12/1/85,NULL,Sporting Gijón,Cádiz CF,2:2
1985-1986,1,14,12/1/85,NULL,Real Betis,Hércules CF,1:0
1985-1986,1,14,12/1/85,NULL,Racing,CA Osasuna,1:0
1985-1986,1,14,12/1/85,NULL,Real Madrid,UD Las Palmas,5:1
1985-1986,1,14,12/1/85,NULL,Real Zaragoza,Atlético Madrid,0:0
1985-1986,1,14,12/1/85,NULL,Espanyol,Athletic,1:0
1985-1986,1,14,12/1/85,NULL,Celta de Vigo,Real Valladolid,3:2
1985-1986,1,14,12/1/85,NULL,Real Sociedad,Barcelona,1:5
1985-1986,1,15,12/7/85,NULL,Athletic,Racing,3:0
1985-1986,1,15,12/7/85,NULL,Real Valladolid,Sporting Gijón,0:1
1985-1986,1,15,12/7/85,NULL,Real Madrid,Celta de Vigo,4:0
1985-1986,1,15,12/8/85,NULL,Hércules CF,Valencia,3:2
1985-1986,1,15,12/8/85,NULL,UD Las Palmas,Atlético Madrid,1:3
1985-1986,1,15,12/8/85,NULL,Cádiz CF,Real Sociedad,3:0
1985-1986,1,15,12/8/85,NULL,Barcelona,Real Betis,1:2
1985-1986,1,15,12/8/85,NULL,CA Osasuna,Real Zaragoza,2:1
1985-1986,1,15,12/8/85,NULL,Sevilla FC,Espanyol,1:1
1985-1986,1,16,12/15/85,NULL,Real Sociedad,Real Valladolid,2:1
1985-1986,1,16,12/15/85,NULL,Real Betis,Cádiz CF,4:1
1985-1986,1,16,12/15/85,NULL,Atlético Madrid,CA Osasuna,1:0
1985-1986,1,16,12/15/85,NULL,UD Las Palmas,Celta de Vigo,1:1
1985-1986,1,16,12/15/85,NULL,Racing,Sevilla FC,1:0
1985-1986,1,16,12/15/85,NULL,Real Zaragoza,Athletic,0:1
1985-1986,1,16,12/15/85,NULL,Valencia,Barcelona,1:2
1985-1986,1,16,12/15/85,NULL,Sporting Gijón,Real Madrid,0:2
1985-1986,1,16,12/15/85,NULL,Espanyol,Hércules CF,4:1
1985-1986,1,17,12/22/85,NULL,Hércules CF,Racing,1:0
1985-1986,1,17,12/22/85,NULL,Barcelona,Espanyol,0:0
1985-1986,1,17,12/22/85,NULL,Cádiz CF,Valencia,2:3
1985-1986,1,17,12/22/85,NULL,Athletic,Atlético Madrid,1:1
1985-1986,1,17,12/22/85,NULL,Real Madrid,Real Sociedad,1:0
1985-1986,1,17,12/22/85,NULL,Sevilla FC,Real Zaragoza,0:0
1985-1986,1,17,12/22/85,NULL,Real Valladolid,Real Betis,4:2
1985-1986,1,17,12/22/85,NULL,CA Osasuna,UD Las Palmas,0:1
1985-1986,1,17,12/22/85,NULL,Celta de Vigo,Sporting Gijón,1:1
1985-1986,1,18,12/29/85,NULL,Real Valladolid,Valencia,3:3
1985-1986,1,18,12/29/85,NULL,Sevilla FC,Atlético Madrid,2:1
1985-1986,1,18,12/29/85,NULL,Celta de Vigo,Real Sociedad,1:3
1985-1986,1,18,12/29/85,NULL,Hércules CF,Real Zaragoza,2:2
1985-1986,1,18,12/29/85,NULL,Real Madrid,Real Betis,4:1
1985-1986,1,18,12/29/85,NULL,Sporting Gijón,UD Las Palmas,1:0
1985-1986,1,18,12/29/85,NULL,Barcelona,Racing,2:0
1985-1986,1,18,12/29/85,NULL,Athletic,CA Osasuna,2:0
1985-1986,1,18,12/29/85,NULL,Cádiz CF,Espanyol,0:0
1985-1986,1,19,1/4/86,NULL,UD Las Palmas,Athletic,2:2
1985-1986,1,19,1/5/86,NULL,Valencia,Real Madrid,0:3
1985-1986,1,19,1/5/86,NULL,Racing,Cádiz CF,3:0
1985-1986,1,19,1/5/86,NULL,Atlético Madrid,Hércules CF,1:0
1985-1986,1,19,1/5/86,NULL,Espanyol,Real Valladolid,2:1
1985-1986,1,19,1/5/86,NULL,Real Sociedad,Sporting Gijón,2:1
1985-1986,1,19,1/5/86,NULL,Real Betis,Celta de Vigo,3:2
1985-1986,1,19,1/5/86,NULL,Real Zaragoza,Barcelona,1:3
1985-1986,1,19,1/5/86,NULL,CA Osasuna,Sevilla FC,0:0
1985-1986,1,20,1/11/86,NULL,Barcelona,Atlético Madrid,2:1
1985-1986,1,20,1/12/86,NULL,Sporting Gijón,Real Betis,0:0
1985-1986,1,20,1/12/86,NULL,Sevilla FC,Athletic,0:0
1985-1986,1,20,1/12/86,NULL,Hércules CF,CA Osasuna,1:1
1985-1986,1,20,1/12/86,NULL,Real Valladolid,Racing,1:0
1985-1986,1,20,1/12/86,NULL,Real Sociedad,UD Las Palmas,6:0
1985-1986,1,20,1/12/86,NULL,Real Madrid,Espanyol,4:1
1985-1986,1,20,1/12/86,NULL,Celta de Vigo,Valencia,1:0
1985-1986,1,20,1/12/86,NULL,Cádiz CF,Real Zaragoza,1:3
1985-1986,1,21,1/18/86,NULL,Valencia,Sporting Gijón,1:1
1985-1986,1,21,1/19/86,NULL,Real Betis,Real Sociedad,1:3
1985-1986,1,21,1/19/86,NULL,Atlético Madrid,Cádiz CF,2:1
1985-1986,1,21,1/19/86,NULL,Athletic,Hércules CF,1:0
1985-1986,1,21,1/19/86,NULL,Espanyol,Celta de Vigo,1:0
1985-1986,1,21,1/19/86,NULL,UD Las Palmas,Sevilla FC,2:5
1985-1986,1,21,1/19/86,NULL,CA Osasuna,Barcelona,0:1
1985-1986,1,21,1/19/86,NULL,Racing,Real Madrid,1:1
1985-1986,1,21,1/19/86,NULL,Real Zaragoza,Real Valladolid,1:0
1985-1986,1,22,1/26/86,NULL,Sporting Gijón,Espanyol,1:1
1985-1986,1,22,1/26/86,NULL,Cádiz CF,CA Osasuna,2:0
1985-1986,1,22,1/26/86,NULL,Celta de Vigo,Racing,1:2
1985-1986,1,22,1/26/86,NULL,Real Betis,UD Las Palmas,1:1
1985-1986,1,22,1/26/86,NULL,Real Madrid,Real Zaragoza,1:0
1985-1986,1,22,1/26/86,NULL,Real Sociedad,Valencia,6:0
1985-1986,1,22,1/26/86,NULL,Real Valladolid,Atlético Madrid,2:1
1985-1986,1,22,1/26/86,NULL,Barcelona,Athletic,3:1
1985-1986,1,22,1/26/86,NULL,Hércules CF,Sevilla FC,2:1
1985-1986,1,23,2/1/86,NULL,UD Las Palmas,Hércules CF,2:1
1985-1986,1,23,2/1/86,NULL,Espanyol,Real Sociedad,2:2
1985-1986,1,23,2/2/86,NULL,Sevilla FC,Barcelona,0:0
1985-1986,1,23,2/2/86,NULL,Athletic,Cádiz CF,2:0
1985-1986,1,23,2/2/86,NULL,CA Osasuna,Real Valladolid,2:1
1985-1986,1,23,2/2/86,NULL,Valencia,Real Betis,0:2
1985-1986,1,23,2/2/86,NULL,Atlético Madrid,Real Madrid,0:1
1985-1986,1,23,2/2/86,NULL,Real Zaragoza,Celta de Vigo,6:0
1985-1986,1,23,2/26/86,NULL,Racing,Sporting Gijón,0:1
1985-1986,1,24,2/8/86,NULL,Barcelona,Hércules CF,3:1
1985-1986,1,24,2/9/86,NULL,Celta de Vigo,Atlético Madrid,0:1
1985-1986,1,24,2/9/86,NULL,Real Sociedad,Racing,1:1
1985-1986,1,24,2/9/86,NULL,Valencia,UD Las Palmas,1:1
1985-1986,1,24,2/9/86,NULL,Real Madrid,CA Osasuna,2:0
1985-1986,1,24,2/9/86,NULL,Real Betis,Espanyol,1:0
1985-1986,1,24,2/9/86,NULL,Real Valladolid,Athletic,0:1
1985-1986,1,24,2/9/86,NULL,Sporting Gijón,Real Zaragoza,2:2
1985-1986,1,24,2/9/86,NULL,Cádiz CF,Sevilla FC,0:4
1985-1986,1,25,2/16/86,NULL,Real Zaragoza,Real Sociedad,3:1
1985-1986,1,25,2/16/86,NULL,Hércules CF,Cádiz CF,1:1
1985-1986,1,25,2/16/86,NULL,Sevilla FC,Real Valladolid,1:0
1985-1986,1,25,2/16/86,NULL,Atlético Madrid,Sporting Gijón,1:1
1985-1986,1,25,2/16/86,NULL,Racing,Real Betis,1:1
1985-1986,1,25,2/16/86,NULL,Espanyol,Valencia,2:1
1985-1986,1,25,2/16/86,NULL,UD Las Palmas,Barcelona,3:0
1985-1986,1,25,2/16/86,NULL,Athletic,Real Madrid,1:2
1985-1986,1,25,2/16/86,NULL,CA Osasuna,Celta de Vigo,2:1
1985-1986,1,26,2/22/86,NULL,Real Sociedad,Atlético Madrid,2:3
1985-1986,1,26,2/23/86,NULL,Real Madrid,Sevilla FC,2:1
1985-1986,1,26,2/23/86,NULL,Real Valladolid,Hércules CF,3:1
1985-1986,1,26,2/23/86,NULL,Sporting Gijón,CA Osasuna,1:2
1985-1986,1,26,2/23/86,NULL,Valencia,Racing,0:1
1985-1986,1,26,2/23/86,NULL,Real Betis,Real Zaragoza,0:1
1985-1986,1,26,2/23/86,NULL,Celta de Vigo,Athletic,0:1
1985-1986,1,26,2/23/86,NULL,Cádiz CF,Barcelona,1:3
1985-1986,1,26,2/23/86,NULL,Espanyol,UD Las Palmas,2:0
1985-1986,1,27,3/1/86,NULL,UD Las Palmas,Cádiz CF,2:2
1985-1986,1,27,3/1/86,NULL,Barcelona,Real Valladolid,4:0
1985-1986,1,27,3/2/86,NULL,Racing,Espanyol,2:2
1985-1986,1,27,3/2/86,NULL,Athletic,Sporting Gijón,2:0
1985-1986,1,27,3/2/86,NULL,Sevilla FC,Celta de Vigo,2:1
1985-1986,1,27,3/2/86,NULL,Atlético Madrid,Real Betis,2:1
1985-1986,1,27,3/2/86,NULL,Real Zaragoza,Valencia,2:1
1985-1986,1,27,3/2/86,NULL,Hércules CF,Real Madrid,0:3
1985-1986,1,27,3/2/86,NULL,CA Osasuna,Real Sociedad,1:2
1985-1986,1,28,3/8/86,NULL,Real Madrid,Barcelona,3:1
1985-1986,1,28,3/9/86,NULL,Real Betis,CA Osasuna,1:0
1985-1986,1,28,3/9/86,NULL,Sporting Gijón,Sevilla FC,2:1
1985-1986,1,28,3/9/86,NULL,Real Valladolid,Cádiz CF,3:0
1985-1986,1,28,3/9/86,NULL,Celta de Vigo,Hércules CF,1:2
1985-1986,1,28,3/9/86,NULL,Valencia,Atlético Madrid,1:1
1985-1986,1,28,3/9/86,NULL,Real Sociedad,Athletic,1:0
1985-1986,1,28,3/9/86,NULL,Racing,UD Las Palmas,0:0
1985-1986,1,28,3/9/86,NULL,Espanyol,Real Zaragoza,1:2
1985-1986,1,29,3/15/86,NULL,UD Las Palmas,Real Valladolid,1:0
1985-1986,1,29,3/15/86,NULL,Barcelona,Celta de Vigo,1:1
1985-1986,1,29,3/15/86,NULL,Athletic,Real Betis,2:1
1985-1986,1,29,3/16/86,NULL,Cádiz CF,Real Madrid,1:3
1985-1986,1,29,3/16/86,NULL,Real Zaragoza,Racing,1:0
1985-1986,1,29,3/16/86,NULL,Hércules CF,Sporting Gijón,0:1
1985-1986,1,29,3/16/86,NULL,Sevilla FC,Real Sociedad,3:1
1985-1986,1,29,3/16/86,NULL,Atlético Madrid,Espanyol,2:0
1985-1986,1,29,3/16/86,NULL,CA Osasuna,Valencia,2:0
1985-1986,1,30,3/22/86,NULL,Espanyol,CA Osasuna,0:1
1985-1986,1,30,3/23/86,NULL,Real Zaragoza,UD Las Palmas,4:0
1985-1986,1,30,3/23/86,NULL,Real Betis,Sevilla FC,1:0
1985-1986,1,30,3/23/86,NULL,Real Madrid,Real Valladolid,2:1
1985-1986,1,30,3/23/86,NULL,Celta de Vigo,Cádiz CF,1:2
1985-1986,1,30,3/23/86,NULL,Valencia,Athletic,1:2
1985-1986,1,30,3/23/86,NULL,Sporting Gijón,Barcelona,1:1
1985-1986,1,30,3/23/86,NULL,Racing,Atlético Madrid,2:0
1985-1986,1,30,3/23/86,NULL,Real Sociedad,Hércules CF,6:0
1985-1986,1,31,3/29/86,NULL,Atlético Madrid,Real Zaragoza,0:2
1985-1986,1,31,3/29/86,NULL,Barcelona,Real Sociedad,2:3
1985-1986,1,31,3/29/86,NULL,UD Las Palmas,Real Madrid,4:3
1985-1986,1,31,3/30/86,NULL,Athletic,Espanyol,1:0
1985-1986,1,31,3/30/86,NULL,CA Osasuna,Racing,1:1
1985-1986,1,31,3/30/86,NULL,Cádiz CF,Sporting Gijón,0:0
1985-1986,1,31,3/30/86,NULL,Real Valladolid,Celta de Vigo,4:0
1985-1986,1,31,3/30/86,NULL,Sevilla FC,Valencia,0:2
1985-1986,1,31,3/30/86,NULL,Hércules CF,Real Betis,2:3
1985-1986,1,32,4/5/86,NULL,Racing,Athletic,0:0
1985-1986,1,32,4/6/86,NULL,Atlético Madrid,UD Las Palmas,1:0
1985-1986,1,32,4/6/86,NULL,Sporting Gijón,Real Valladolid,3:0
1985-1986,1,32,4/6/86,NULL,Real Zaragoza,CA Osasuna,1:1
1985-1986,1,32,4/6/86,NULL,Real Sociedad,Cádiz CF,4:0
1985-1986,1,32,4/6/86,NULL,Real Betis,Barcelona,1:1
1985-1986,1,32,4/6/86,NULL,Celta de Vigo,Real Madrid,1:5
1985-1986,1,32,4/6/86,NULL,Valencia,Hércules CF,3:1
1985-1986,1,32,4/6/86,NULL,Espanyol,Sevilla FC,4:2
1985-1986,1,33,4/12/86,NULL,Real Madrid,Sporting Gijón,2:1
1985-1986,1,33,4/12/86,NULL,Barcelona,Valencia,3:0
1985-1986,1,33,4/13/86,NULL,Real Valladolid,Real Sociedad,4:1
1985-1986,1,33,4/13/86,NULL,CA Osasuna,Atlético Madrid,1:1
1985-1986,1,33,4/13/86,NULL,Hércules CF,Espanyol,1:1
1985-1986,1,33,4/13/86,NULL,Celta de Vigo,UD Las Palmas,4:0
1985-1986,1,33,4/13/86,NULL,Athletic,Real Zaragoza,1:1
1985-1986,1,33,4/13/86,NULL,Sevilla FC,Racing,0:1
1985-1986,1,33,4/13/86,NULL,Cádiz CF,Real Betis,0:0
1985-1986,1,34,4/19/86,NULL,UD Las Palmas,CA Osasuna,0:0
1985-1986,1,34,4/20/86,NULL,Valencia,Cádiz CF,1:0
1985-1986,1,34,4/20/86,NULL,Real Sociedad,Real Madrid,5:3
1985-1986,1,34,4/20/86,NULL,Espanyol,Barcelona,5:3
1985-1986,1,34,4/20/86,NULL,Atlético Madrid,Athletic,3:1
1985-1986,1,34,4/20/86,NULL,Real Zaragoza,Sevilla FC,1:1
1985-1986,1,34,4/20/86,NULL,Sporting Gijón,Celta de Vigo,2:0
1985-1986,1,34,4/20/86,NULL,Real Betis,Real Valladolid,1:1
1985-1986,1,34,4/20/86,NULL,Racing,Hércules CF,4:1
1986-1987,1,1,8/30/86,NULL,UD Las Palmas,Real Valladolid,2:0
1986-1987,1,1,8/30/86,NULL,Barcelona,Racing,2:0
1986-1987,1,1,8/30/86,NULL,Sporting Gijón,Athletic,2:0
1986-1987,1,1,8/31/86,NULL,Real Sociedad,Cádiz CF,4:0
1986-1987,1,1,8/31/86,NULL,CA Osasuna,RCD Mallorca,0:0
1986-1987,1,1,8/31/86,NULL,Real Murcia,Real Madrid,1:3
1986-1987,1,1,8/31/86,NULL,Atlético Madrid,Espanyol,1:1
1986-1987,1,1,8/31/86,NULL,Real Zaragoza,Sevilla FC,2:0
1986-1987,1,1,8/31/86,NULL,Real Betis,CE Sabadell ,1:0
1986-1987,1,2,9/6/86,NULL,Athletic,Real Zaragoza,1:0
1986-1987,1,2,9/6/86,NULL,Espanyol,Real Murcia,2:0
1986-1987,1,2,9/6/86,NULL,RCD Mallorca,Barcelona,1:1
1986-1987,1,2,9/7/86,NULL,Racing,Atlético Madrid,1:1
1986-1987,1,2,9/7/86,NULL,CE Sabadell ,Real Sociedad,2:2
1986-1987,1,2,9/7/86,NULL,Sevilla FC,Real Betis,1:2
1986-1987,1,2,9/7/86,NULL,Real Madrid,UD Las Palmas,1:1
1986-1987,1,2,9/7/86,NULL,Real Valladolid,Sporting Gijón,2:0
1986-1987,1,2,9/7/86,NULL,Cádiz CF,CA Osasuna,0:0
1986-1987,1,3,9/10/86,NULL,Sporting Gijón,Real Madrid,2:2
1986-1987,1,3,9/10/86,NULL,Barcelona,Cádiz CF,2:0
1986-1987,1,3,9/10/86,NULL,Racing,RCD Mallorca,1:2
1986-1987,1,3,9/10/86,NULL,CA Osasuna,CE Sabadell ,1:1
1986-1987,1,3,9/10/86,NULL,Atlético Madrid,Real Murcia,2:0
1986-1987,1,3,9/10/86,NULL,Real Zaragoza,Real Valladolid,0:0
1986-1987,1,3,9/10/86,NULL,Real Sociedad,Sevilla FC,0:2
1986-1987,1,3,9/10/86,NULL,UD Las Palmas,Espanyol,3:2
1986-1987,1,3,9/10/86,NULL,Real Betis,Athletic,0:0
1986-1987,1,4,9/13/86,NULL,Real Madrid,Real Zaragoza,3:1
